scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
AI72,2,2,0,0,"[{'name': 'ICICI Securities', 'target_price': 2280}, {'name': 'Sharekhan', 'target_price': 2250}]",AFFLE 3I,AFFLE 3I,1468.20,21.40,1.48,54.2,it-servicesconsulting/affle3i/AI82,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1468.2, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2250, 'percentages': 53.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2265, 'percentages': 54.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2280, 'percentages': 55.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 55.29, 'minRangePer': 96.29, 'maxRanegPer': 98.15, 'rangeDiffPer': 1.85, 'mindiff_total': 53.24, 'maxdiff_total': 54.27}",#52B974
IIL03,2,2,0,0,"[{'name': 'Deven Choksey', 'target_price': 19}, {'name': 'KRChoksey', 'target_price': 27}]",AvenuesAI,AvenuesAI,15.21,-0.15,-0.98,51.2,online-services/avenuesai/IIL03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 15.21, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 19, 'percentages': 24.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 23, 'percentages': 51.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 27, 'percentages': 77.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 77.51, 'minRangePer': 32.13, 'maxRanegPer': 66.06, 'rangeDiffPer': 33.93, 'mindiff_total': 24.91, 'maxdiff_total': 51.21}",#52B974
ARI02,2,1,1,0,"[{'name': 'Deven Choksey', 'target_price': 1230}, {'name': 'KRChoksey', 'target_price': 694}]",Anupam Rasayan India,Anupam Rasayan,1288.00,21.60,1.71,-25.3,speciality-chemicals/anupamrasayanindia/ARI02,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 694, 'percentages': -46.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 962, 'percentages': -25.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1230, 'percentages': -4.5, 'color': 'green'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1288, 'percentages': '', 'color': 'white'}]","{'background': 'grey', 'position': 'right', 'color': 'red', 'colorFillPercentages': 75, 'greyLeftPercentage': 25, 'greyRightPercentage': 0}","{'totalPercentages': 85.59, 'minRangePer': 45.11, 'maxRanegPer': 90.23, 'rangeDiffPer': 45.12, 'mindiff_total': 38.61, 'maxdiff_total': 77.23}",#E3515C
EDL,2,2,0,0,"[{'name': 'ICICI Securities', 'target_price': 450}, {'name': 'LKP Securities Limited', 'target_price': 454}]",EPack Durables,EPack Durables,247.71,-6.72,-2.64,82.4,electronic-goods/epackdurables/EDL,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 247.71, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 450, 'percentages': 81.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 452, 'percentages': 82.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 454, 'percentages': 83.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 83.27, 'minRangePer': 98.06, 'maxRanegPer': 99.03, 'rangeDiffPer': 0.96, 'mindiff_total': 81.66, 'maxdiff_total': 82.47}",#52B974
M,2,2,0,0,"[{'name': 'Anand Rathi', 'target_price': 3332}, {'name': 'Sharekhan', 'target_price': 3030}]",Mastek,Mastek,1746.00,48.30,2.85,82.1,computers-software/mastek/M,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1746, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 3030, 'percentages': 73.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3181, 'percentages': 82.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 3332, 'percentages': 90.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 90.83, 'minRangePer': 80.95, 'maxRanegPer': 90.47, 'rangeDiffPer': 9.51, 'mindiff_total': 73.53, 'maxdiff_total': 82.18}",#52B974
CG,2,2,0,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 765}, {'name': 'Geojit Financial Services', 'target_price': 696}]",CG Power and Industrial Solutions,CG Power ,774.80,18.90,2.50,-5.7,electric-equipment/cgpowerindustrialsolutions/CG,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 696, 'percentages': -10.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 730.5, 'percentages': -5.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 765, 'percentages': -1.2, 'color': 'green'}, {'id': 'cmp', 'name': 'Current Price', 'value': 774.8, 'percentages': '', 'color': 'white'}]","{'background': 'grey', 'position': 'right', 'color': 'red', 'colorFillPercentages': 75, 'greyLeftPercentage': 25, 'greyRightPercentage': 0}","{'totalPercentages': 11.32, 'minRangePer': 43.72, 'maxRanegPer': 87.54, 'rangeDiffPer': 43.82, 'mindiff_total': 4.95, 'maxdiff_total': 9.91}",#E3515C
GOE,2,2,0,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 450}, {'name': 'ICICI Securities', 'target_price': 376}]",Genus Power Infrastructures,Genus Power,293.17,-3.72,-1.25,40.8,electricals/genuspowerinfrastructures/GPI08,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 293.17, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 376, 'percentages': 28.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 413, 'percentages': 40.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 450, 'percentages': 53.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 53.49, 'minRangePer': 52.81, 'maxRanegPer': 76.4, 'rangeDiffPer': 23.59, 'mindiff_total': 28.25, 'maxdiff_total': 40.87}",#52B974
RF16,2,2,0,0,"[{'name': 'Asit C. Mehta', 'target_price': 1255}, {'name': 'Sharekhan', 'target_price': 1111}]",Ramkrishna Forgings,RamkrishnaForge,535.15,0.90,0.17,121.0,castingsforgings/ramkrishnaforgings/RF17,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 535.15, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1111, 'percentages': 107.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1183, 'percentages': 121, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1255, 'percentages': 134.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 134.51, 'minRangePer': 79.99, 'maxRanegPer': 89.99, 'rangeDiffPer': 10, 'mindiff_total': 107.6, 'maxdiff_total': 121.05}",#52B974
KB04,2,2,0,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 260}, {'name': 'Anand Rathi', 'target_price': 298}]",Karnataka Bank,Karnataka Bank,246.23,-0.11,-0.04,13.3,banks-private-sector/karnatakabank/KB04,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 246.23, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 260, 'percentages': 5.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 279, 'percentages': 13.3, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 298, 'percentages': 21, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 21.02, 'minRangePer': 26.59, 'maxRanegPer': 63.27, 'rangeDiffPer': 36.68, 'mindiff_total': 5.59, 'maxdiff_total': 13.3}",#52B974
EOP,2,2,0,0,"[{'name': 'Geojit Financial Services', 'target_price': 425}, {'name': 'ICICI Securities', 'target_price': 429}]",Embassy Office Parks REIT,Embassy Office,439.81,-2.67,-0.60,-2.9,construction-real-estate/embassyofficeparksreit/EOP,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 425, 'percentages': -3.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 427, 'percentages': -2.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 429, 'percentages': -2.4, 'color': 'green'}, {'id': 'cmp', 'name': 'Current Price', 'value': 439.81, 'percentages': '', 'color': 'white'}]","{'background': 'grey', 'position': 'right', 'color': 'red', 'colorFillPercentages': 75, 'greyLeftPercentage': 25, 'greyRightPercentage': 0}","{'totalPercentages': 3.48, 'minRangePer': 13.5, 'maxRanegPer': 27.01, 'rangeDiffPer': 13.51, 'mindiff_total': 0.47, 'maxdiff_total': 0.94}",#E3515C
DLP01,2,1,1,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 3100}, {'name': 'ICICI Securities', 'target_price': 2900}]",Dr Lal PathLabs,Dr Lal PathLab,1402.10,-8.70,-0.62,113.9,pharmaceuticals/drlalpathlabs/DLP01,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1402.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2900, 'percentages': 106.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3000, 'percentages': 113.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 3100, 'percentages': 121, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 121.09, 'minRangePer': 88.22, 'maxRanegPer': 94.11, 'rangeDiffPer': 5.89, 'mindiff_total': 106.83, 'maxdiff_total': 113.96}",#52B974
JIL06,2,2,0,0,"[{'name': 'Deven Choksey', 'target_price': 395}, {'name': 'LKP Securities Limited', 'target_price': 815}]",JNK India,JNK India,304.83,3.88,1.29,98.4,electric-equipment-boilersturbines/jnkindia/JIL04,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 304.83, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 395, 'percentages': 29.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 605, 'percentages': 98.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 815, 'percentages': 167.3, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 167.36, 'minRangePer': 17.67, 'maxRanegPer': 58.83, 'rangeDiffPer': 41.16, 'mindiff_total': 29.58, 'maxdiff_total': 98.47}",#52B974
FC06,2,2,0,0,"[{'name': 'Deven Choksey', 'target_price': 294}, {'name': 'KRChoksey', 'target_price': 366}]",Fineotex Chemical,Fineotex Chem,23.21,0.22,0.96,1321.8,speciality-chemicals/fineotexchemical/FC02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 23.21, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 294, 'percentages': 1166.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 330, 'percentages': 1321.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 366, 'percentages': 1476.9, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 1476.9, 'minRangePer': 78.99, 'maxRanegPer': 89.49, 'rangeDiffPer': 10.5, 'mindiff_total': 1166.69, 'maxdiff_total': 1321.8}",#52B974
DSL01,2,2,0,0,"[{'name': 'Choice Equity Broking', 'target_price': 230}, {'name': 'LKP Securities Limited', 'target_price': 229}]",Capri Global Capital,Capri Global,182.13,-3.00,-1.62,26.0,finance-general/capriglobalcapital/MMF05,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 182.13, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 229, 'percentages': 25.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 229.5, 'percentages': 26, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 230, 'percentages': 26.2, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 26.28, 'minRangePer': 97.9, 'maxRanegPer': 98.93, 'rangeDiffPer': 1.03, 'mindiff_total': 25.73, 'maxdiff_total': 26}",#52B974
E09,2,2,0,0,"[{'name': 'Anand Rathi', 'target_price': 1750}, {'name': 'LKP Securities Limited', 'target_price': 1406}]",SJS Enterprises,SJS Enterprises,1703.80,8.20,0.48,-7.3,auto-ancillaries-others/sjsenterprises/E11,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1406, 'percentages': -17.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1578, 'percentages': -7.3, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1703.8, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1750, 'percentages': 2.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 24.46, 'minRangePer': 50, 'maxRanegPer': 86.59, 'rangeDiffPer': 36.59, 'mindiff_total': 12.23, 'maxdiff_total': 21.18}",#E3515C
MCE,2,0,2,0,"[{'name': 'Motilal Oswal', 'target_price': 10700}, {'name': 'ICICI Securities', 'target_price': 6670}]",Multi Commodity Exchange of India,MCX India,2856.10,-6.10,-0.21,204.0,miscellaneous/multicommodityexchangeindia/MCE,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 2856.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 6670, 'percentages': 133.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 8685, 'percentages': 204, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 10700, 'percentages': 274.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 274.63, 'minRangePer': 48.62, 'maxRanegPer': 74.31, 'rangeDiffPer': 25.69, 'mindiff_total': 133.53, 'maxdiff_total': 204.08}",#52B974
KP,2,2,0,0,"[{'name': 'ICICI Securities', 'target_price': 34500}, {'name': 'Mirae Asset Sharekhan', 'target_price': 34470}]",Abbott India,Abbott India,25785.00,-75.00,-0.29,33.7,pharmaceuticals/abbottindia/AI51,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 25785, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 34470, 'percentages': 33.6, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 34485, 'percentages': 33.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 34500, 'percentages': 33.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 33.79, 'minRangePer': 99.67, 'maxRanegPer': 99.85, 'rangeDiffPer': 0.17, 'mindiff_total': 33.68, 'maxdiff_total': 33.74}",#52B974
ABL06,2,1,1,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 170}, {'name': 'Motilal Oswal', 'target_price': 155}]",Aditya Birla Lifestyle Brands,ABLBL,105.84,0.26,0.25,53.5,speciality-retailers/adityabirlalifestylebrands/ABL06,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 105.84, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 155, 'percentages': 46.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 162.5, 'percentages': 53.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 170, 'percentages': 60.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 60.61, 'minRangePer': 76.62, 'maxRanegPer': 88.31, 'rangeDiffPer': 11.68, 'mindiff_total': 46.44, 'maxdiff_total': 53.53}",#52B974
CH03,2,2,0,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 1183}, {'name': 'ICICI Securities', 'target_price': 1123}]",Chalet Hotels,Chalet Hotels,779.95,11.30,1.47,47.8,hotels/chalethotels/CH03,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 779.95, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1123, 'percentages': 43.9, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1153, 'percentages': 47.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1183, 'percentages': 51.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 51.67, 'minRangePer': 85.11, 'maxRanegPer': 92.54, 'rangeDiffPer': 7.43, 'mindiff_total': 43.98, 'maxdiff_total': 47.82}",#52B974
SHIL54290,2,2,0,0,"[{'name': 'Choice Institutional Equities', 'target_price': 430}, {'name': 'Choice Equity Broking', 'target_price': 253}]",Hindware Home Innovation,HINDWAREAP,213.44,0.20,0.09,59.9,domestic-appliances/hindwarehomeinnovation/SHIL54290,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 213.44, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 253, 'percentages': 18.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 341.5, 'percentages': 59.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 430, 'percentages': 101.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 101.46, 'minRangePer': 18.26, 'maxRanegPer': 59.12, 'rangeDiffPer': 40.86, 'mindiff_total': 18.53, 'maxdiff_total': 59.99}",#52B974
PL,2,2,0,0,"[{'name': 'Deven Choksey', 'target_price': 1080}, {'name': 'KRChoksey', 'target_price': 1343}]",Pitti Engineering,Pitti Engineeri,928.20,42.80,4.83,30.5,engineering/pittiengineering/PL,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 928.2, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1080, 'percentages': 16.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1211.5, 'percentages': 30.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1343, 'percentages': 44.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 44.68, 'minRangePer': 36.59, 'maxRanegPer': 68.3, 'rangeDiffPer': 31.7, 'mindiff_total': 16.35, 'maxdiff_total': 30.52}",#52B974
B03,2,0,2,0,"[{'name': 'ICICI Securities', 'target_price': 2750}, {'name': 'Motilal Oswal', 'target_price': 2800}]",BSE Limited,BSE Limited,3531.50,84.80,2.46,-21.4,miscellaneous/bselimited/B08,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 2750, 'percentages': -22.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2775, 'percentages': -21.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2800, 'percentages': -20.7, 'color': 'green'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3531.5, 'percentages': '', 'color': 'white'}]","{'background': 'grey', 'position': 'right', 'color': 'red', 'colorFillPercentages': 75, 'greyLeftPercentage': 25, 'greyRightPercentage': 0}","{'totalPercentages': 28.41, 'minRangePer': 3.16, 'maxRanegPer': 6.37, 'rangeDiffPer': 3.21, 'mindiff_total': 0.9, 'maxdiff_total': 1.81}",#E3515C
DS11,2,1,0,1,"[{'name': 'Choice Institutional Equities', 'target_price': 225}, {'name': 'KRChoksey', 'target_price': 360}]",DCX Systems,DCX Systems,194.91,4.62,2.43,50.0,electronics-components/dcxsystems/DS11,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 194.91, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 225, 'percentages': 15.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 292.5, 'percentages': 50, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 360, 'percentages': 84.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 84.7, 'minRangePer': 18.21, 'maxRanegPer': 59.1, 'rangeDiffPer': 40.89, 'mindiff_total': 15.43, 'maxdiff_total': 50.06}",#52B974
WI,2,0,0,2,"[{'name': 'ICICI Securities', 'target_price': 1100}, {'name': 'Motilal Oswal', 'target_price': 1100}]",Whirlpool of India,Whirlpool,889.80,41.15,4.85,23.6,consumer-goods-white-goods/whirlpoolindia/WI,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 889.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1100, 'percentages': 23.6, 'color': 'red'}, {'id': 'max_target_price', 'name': 'High', 'value': 1100, 'percentages': 23.6, 'color': 'green'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1100, 'percentages': 23.6, 'color': 'blue'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 23.62, 'minRangePer': 100, 'maxRanegPer': 100, 'rangeDiffPer': 0, 'mindiff_total': 23.62, 'maxdiff_total': 23.62}",#52B974
VDC01,2,1,0,1,"[{'name': 'ICICI Securities', 'target_price': 950}, {'name': 'Emkay Global Financial Services', 'target_price': 1150}]",Vijaya Diagnostic Centre,Vijaya Diagnost,1022.55,3.40,0.33,2.6,hospitalhealthcare-services/vijayadiagnosticcentre/VDC01,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 950, 'percentages': -7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1022.55, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1050, 'percentages': 2.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1150, 'percentages': 12.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 21.05, 'minRangePer': 36.24, 'maxRanegPer': 49.97, 'rangeDiffPer': 13.72, 'mindiff_total': 7.63, 'maxdiff_total': 10.52}",#52B974
NTI03,2,2,0,0,"[{'name': 'ICICI Securities', 'target_price': 4110}, {'name': 'Geojit Financial Services', 'target_price': 3380}]",Netweb Technologies India,Netweb,3809.00,100.60,2.71,-1.6,computer-peripherals/netwebtechnologiesindia/NTI03,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 3380, 'percentages': -11.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3745, 'percentages': -1.6, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3809, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 4110, 'percentages': 7.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 21.59, 'minRangePer': 49.97, 'maxRanegPer': 58.77, 'rangeDiffPer': 8.8, 'mindiff_total': 10.79, 'maxdiff_total': 12.69}",#E3515C
SP,2,1,1,0,"[{'name': 'Deven Choksey', 'target_price': 790}, {'name': 'KRChoksey', 'target_price': 683}]",Supreme Petrochem,Supreme Petro,774.80,3.85,0.50,-4.9,petrochemicals/supremepetrochem/SP,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 683, 'percentages': -11.8, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 736.5, 'percentages': -4.9, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 774.8, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 790, 'percentages': 1.9, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 15.66, 'minRangePer': 50, 'maxRanegPer': 85.82, 'rangeDiffPer': 35.81, 'mindiff_total': 7.83, 'maxdiff_total': 13.44}",#E3515C
AO05,2,2,0,0,"[{'name': 'Deven Choksey', 'target_price': 1783}, {'name': 'KRChoksey', 'target_price': 2613}]",Acutaas Chemicals,Acutaas Chem,2361.70,21.30,0.91,-6.9,speciality-chemicals/acutaaschemicals/AO05,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1783, 'percentages': -24.5, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2198, 'percentages': -6.9, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 2361.7, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 2613, 'percentages': 10.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 46.55, 'minRangePer': 49.98, 'maxRanegPer': 69.7, 'rangeDiffPer': 19.72, 'mindiff_total': 23.27, 'maxdiff_total': 32.45}",#E3515C
