scid,broker_count,buy_count,hold_count,sell_count,brokers,stkname,stockShortName,cmp,change,perChange,profitPotential,stk_url,exchange,targets,targetBarColor,targetPiceLineData,targetBarColorClass
JF04,6,5,1,0,"[{'name': 'Prabhudas Lilladher', 'target_price': 666}, {'name': 'ICICI Securities', 'target_price': 700}, {'name': 'Emkay Global Financial Services', 'target_price': 825}, {'name': 'Motilal Oswal', 'target_price': 700}, {'name': 'Mirae Asset Sharekhan', 'target_price': 750}, {'name': 'Sharekhan', 'target_price': 816}]",Jubilant Foodworks,Jubilant Food,458.95,-0.70,-0.15,61.8,miscellaneous/jubilantfoodworks/JF04,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 458.95, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 666, 'percentages': 45.1, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 742.83, 'percentages': 61.8, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 825, 'percentages': 79.7, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 79.75, 'minRangePer': 56.56, 'maxRanegPer': 77.55, 'rangeDiffPer': 20.98, 'mindiff_total': 45.11, 'maxdiff_total': 61.85}",#52B974
TT12,6,6,0,0,"[{'name': 'Motilal Oswal', 'target_price': 615}, {'name': 'Prabhudas Lilladher', 'target_price': 585}, {'name': 'Mirae Asset Sharekhan', 'target_price': 700}, {'name': 'Sharekhan', 'target_price': 750}, {'name': 'ICICI Securities', 'target_price': 700}, {'name': 'Geojit Financial Services', 'target_price': 656}]",Triveni Turbine,Triveni Turbine,515.45,37.65,7.88,29.5,electric-equipment/triveniturbine/TT14,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 515.45, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 585, 'percentages': 13.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 667.67, 'percentages': 29.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 750, 'percentages': 45.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 45.5, 'minRangePer': 29.64, 'maxRanegPer': 64.9, 'rangeDiffPer': 35.26, 'mindiff_total': 13.49, 'maxdiff_total': 29.53}",#52B974
E05,6,6,0,0,"[{'name': 'Motilal Oswal', 'target_price': 650}, {'name': 'Prabhudas Lilladher', 'target_price': 571}, {'name': 'Mirae Asset Sharekhan', 'target_price': 690}, {'name': 'Sharekhan', 'target_price': 745}, {'name': 'Emkay Global Financial Services', 'target_price': 950}, {'name': 'AnandRathi', 'target_price': 900}]",Emami,Emami,452.10,26.60,6.25,66.1,personal-care/emami/E06,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 452.1, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 571, 'percentages': 26.2, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 751, 'percentages': 66.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 950, 'percentages': 110.1, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 110.13, 'minRangePer': 23.87, 'maxRanegPer': 60.02, 'rangeDiffPer': 36.15, 'mindiff_total': 26.29, 'maxdiff_total': 66.11}",#52B974
DRL,6,0,4,2,"[{'name': 'Deven Choksey', 'target_price': 1140}, {'name': 'Emkay Global Financial Services', 'target_price': 1200}, {'name': 'ICICI Securities', 'target_price': 1250}, {'name': 'Prabhudas Lilladher', 'target_price': 1270}, {'name': 'KRChoksey', 'target_price': 1245}, {'name': 'Motilal Oswal', 'target_price': 1330}]",Dr Reddys Laboratories,Dr Reddys Labs,1235.70,14.30,1.17,0.2,pharmaceuticals/drreddyslaboratories/DRL,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1140, 'percentages': -7.7, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1235.7, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1239.17, 'percentages': 0.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1330, 'percentages': 7.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 16.66, 'minRangePer': 50.36, 'maxRanegPer': 52.16, 'rangeDiffPer': 1.79, 'mindiff_total': 8.39, 'maxdiff_total': 8.69}",#52B974
KVB,6,5,0,1,"[{'name': 'ICICI Securities', 'target_price': 267}, {'name': 'Anand Rathi', 'target_price': 338}, {'name': 'Emkay Global Financial Services', 'target_price': 300}, {'name': 'AnandRathi', 'target_price': 288}, {'name': 'Asit C. Mehta', 'target_price': 275}, {'name': 'Geojit Financial Services', 'target_price': 201}]",Karur Vysya Bank,Karur Vysya,277.55,-3.30,-1.18,0.2,banks-private-sector/karurvysyabank/KVB,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 201, 'percentages': -27.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 277.55, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 278.17, 'percentages': 0.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 338, 'percentages': 21.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 68.15, 'minRangePer': 55.87, 'maxRanegPer': 56.33, 'rangeDiffPer': 0.46, 'mindiff_total': 38.08, 'maxdiff_total': 38.39}",#52B974
ITC,6,4,1,1,"[{'name': 'Motilal Oswal', 'target_price': 365}, {'name': 'Prabhudas Lilladher', 'target_price': 314}, {'name': 'Deven Choksey', 'target_price': 486}, {'name': 'Sharekhan', 'target_price': 505}, {'name': 'KRChoksey', 'target_price': 494}, {'name': 'AnandRathi', 'target_price': 560}]",ITC,ITC,306.80,3.40,1.12,47.9,diversified/itc/ITC,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 306.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 314, 'percentages': 2.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 454, 'percentages': 47.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 560, 'percentages': 82.5, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 82.52, 'minRangePer': 2.83, 'maxRanegPer': 58.13, 'rangeDiffPer': 55.3, 'mindiff_total': 2.34, 'maxdiff_total': 47.97}",#52B974
V,6,3,3,0,"[{'name': 'Motilal Oswal', 'target_price': 1410}, {'name': 'Prabhudas Lilladher', 'target_price': 1442}, {'name': 'Emkay Global Financial Services', 'target_price': 1500}, {'name': 'ICICI Securities', 'target_price': 1359}, {'name': 'Anand Rathi', 'target_price': 1568}, {'name': 'AnandRathi', 'target_price': 2018}]",Voltas,Voltas,1440.10,31.30,2.22,7.5,diversified/voltas/V,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1359, 'percentages': -5.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1440.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1549.5, 'percentages': 7.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2018, 'percentages': 40.1, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 48.49, 'minRangePer': 12.29, 'maxRanegPer': 28.89, 'rangeDiffPer': 16.6, 'mindiff_total': 5.96, 'maxdiff_total': 14.01}",#52B974
OCL,6,5,1,0,"[{'name': 'Motilal Oswal', 'target_price': 2570}, {'name': 'Prabhudas Lilladher', 'target_price': 2302}, {'name': 'Choice Equity Broking', 'target_price': 2620}, {'name': 'Sharekhan', 'target_price': 2300}, {'name': 'Asit C. Mehta', 'target_price': 2328}, {'name': 'Geojit Financial Services', 'target_price': 2080}]",Dalmia Bharat,Dalmia Bharat,1971.70,-3.00,-0.15,20.0,cement-major/dalmiabharat/OCL,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1971.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 2080, 'percentages': 5.4, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 2366.67, 'percentages': 20, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 2620, 'percentages': 32.8, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 32.88, 'minRangePer': 16.69, 'maxRanegPer': 60.91, 'rangeDiffPer': 44.22, 'mindiff_total': 5.49, 'maxdiff_total': 20.03}",#52B974
SHA,6,6,0,0,"[{'name': 'Motilal Oswal', 'target_price': 560}, {'name': 'ICICI Securities', 'target_price': 570}, {'name': 'Nuvama Institutional Equities', 'target_price': 550}, {'name': 'Yes Securities', 'target_price': 475}, {'name': 'IIFL Investment Managers', 'target_price': 500}, {'name': 'Emkay Global Financial Services', 'target_price': 525}]",Star Health & Allied Insurance Company,Star Health,503.35,6.70,1.35,5.2,diversified/starhealthalliedinsurancecompany/SHA,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 475, 'percentages': -5.6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 503.35, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 530, 'percentages': 5.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 570, 'percentages': 13.2, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 19.99, 'minRangePer': 29.81, 'maxRanegPer': 57.87, 'rangeDiffPer': 28.06, 'mindiff_total': 5.96, 'maxdiff_total': 11.57}",#52B974
PII,6,3,2,1,"[{'name': 'Motilal Oswal', 'target_price': 3780}, {'name': 'Prabhudas Lilladher', 'target_price': 3196}, {'name': 'Deven Choksey', 'target_price': 3480}, {'name': 'Emkay Global Financial Services', 'target_price': 3650}, {'name': 'KRChoksey', 'target_price': 3865}, {'name': 'Geojit Financial Services', 'target_price': 4480}]",PI Industries,PI Industries,3139.70,27.50,0.88,19.1,pesticidesagro-chemicals/piindustries/PII,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 3139.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 3196, 'percentages': 1.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3741.83, 'percentages': 19.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4480, 'percentages': 42.6, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 42.68, 'minRangePer': 4.19, 'maxRanegPer': 44.91, 'rangeDiffPer': 40.72, 'mindiff_total': 1.79, 'maxdiff_total': 19.17}",#52B974
BB09,6,5,0,1,"[{'name': 'Motilal Oswal', 'target_price': 190}, {'name': 'ICICI Securities', 'target_price': 175}, {'name': 'Deven Choksey', 'target_price': 172}, {'name': 'Anand Rathi', 'target_price': 207}, {'name': 'KRChoksey', 'target_price': 164}, {'name': 'Emkay Global Financial Services', 'target_price': 175}]",Bandhan Bank,Bandhan Bank,174.47,0.29,0.17,3.4,banks-private-sector/bandhanbank/BB09,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 164, 'percentages': -6, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 174.47, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 180.5, 'percentages': 3.4, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 207, 'percentages': 18.6, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 26.21, 'minRangePer': 24.34, 'maxRanegPer': 38.38, 'rangeDiffPer': 14.04, 'mindiff_total': 6.38, 'maxdiff_total': 10.06}",#52B974
CUB,6,5,1,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 350}, {'name': 'Prabhudas Lilladher', 'target_price': 310}, {'name': 'Anand Rathi', 'target_price': 295}, {'name': 'ICICI Securities', 'target_price': 250}, {'name': 'Asit C. Mehta', 'target_price': 205}, {'name': 'Sharekhan', 'target_price': 185}]",City Union Bank,City Union Bank,257.82,8.00,3.20,3.1,banks-private-sector/cityunionbank/CUB,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 185, 'percentages': -28.2, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 257.82, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 265.83, 'percentages': 3.1, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 350, 'percentages': 35.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 89.18, 'minRangePer': 44.13, 'maxRanegPer': 48.99, 'rangeDiffPer': 4.85, 'mindiff_total': 39.36, 'maxdiff_total': 43.69}",#52B974
MI25,6,6,0,0,"[{'name': 'Motilal Oswal', 'target_price': 900}, {'name': 'Prabhudas Lilladher', 'target_price': 801}, {'name': 'Anand Rathi', 'target_price': 850}, {'name': 'Emkay Global Financial Services', 'target_price': 810}, {'name': 'Sharekhan', 'target_price': 825}, {'name': 'Geojit Financial Services', 'target_price': 678}]",Marico,Marico,757.30,12.90,1.73,7.0,personal-care/marico/M13,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 678, 'percentages': -10.4, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 757.3, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 810.67, 'percentages': 7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 900, 'percentages': 18.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 32.74, 'minRangePer': 35.7, 'maxRanegPer': 59.74, 'rangeDiffPer': 24.04, 'mindiff_total': 11.69, 'maxdiff_total': 19.56}",#52B974
ML07,6,3,2,1,"[{'name': 'Motilal Oswal', 'target_price': 560}, {'name': 'Deven Choksey', 'target_price': 463}, {'name': 'Anand Rathi', 'target_price': 622}, {'name': 'ICICI Securities', 'target_price': 360}, {'name': 'Emkay Global Financial Services', 'target_price': 280}, {'name': 'KRChoksey', 'target_price': 370}]",Poonawalla Fincorp,Poonawalla Fin,413.75,6.60,1.62,6.9,finance-nbfc/poonawallafincorp/MF20,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 280, 'percentages': -32.3, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 413.75, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 442.5, 'percentages': 6.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 622, 'percentages': 50.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 122.14, 'minRangePer': 39.1, 'maxRanegPer': 47.51, 'rangeDiffPer': 8.4, 'mindiff_total': 47.76, 'maxdiff_total': 58.03}",#52B974
H,6,4,1,1,"[{'name': 'Motilal Oswal', 'target_price': 1110}, {'name': 'Prabhudas Lilladher', 'target_price': 907}, {'name': 'ICICI Securities', 'target_price': 765}, {'name': 'Emkay Global Financial Services', 'target_price': 900}, {'name': 'Anand Rathi', 'target_price': 800}, {'name': 'AnandRathi', 'target_price': 800}]",Hindalco Industries,Hindalco,1039.00,-0.90,-0.09,-15.2,ironsteel/hindalcoindustries/HI,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 765, 'percentages': -26.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 880.33, 'percentages': -15.2, 'color': 'blue'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1039, 'percentages': '', 'color': 'white'}, {'id': 'max_target_price', 'name': 'High', 'value': 1110, 'percentages': 6.8, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'red', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 45.09, 'minRangePer': 33.42, 'maxRanegPer': 79.41, 'rangeDiffPer': 45.98, 'mindiff_total': 15.07, 'maxdiff_total': 35.81}",#E3515C
NII02,6,4,1,1,"[{'name': 'Motilal Oswal', 'target_price': 1880}, {'name': 'Prabhudas Lilladher', 'target_price': 2150}, {'name': 'ICICI Securities', 'target_price': 1880}, {'name': 'Choice Equity Broking', 'target_price': 2015}, {'name': 'Sharekhan', 'target_price': 2100}, {'name': 'Emkay Global Financial Services', 'target_price': 8600}]",COFORGE,COFORGE,1316.80,3.60,0.27,135.7,computers-software/coforge/NII02,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1316.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1880, 'percentages': 42.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3104.17, 'percentages': 135.7, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 8600, 'percentages': 553, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 553.09, 'minRangePer': 7.73, 'maxRanegPer': 24.54, 'rangeDiffPer': 16.8, 'mindiff_total': 42.77, 'maxdiff_total': 135.73}",#52B974
AP,6,6,0,0,"[{'name': 'Motilal Oswal', 'target_price': 1500}, {'name': 'Prabhudas Lilladher', 'target_price': 1300}, {'name': 'ICICI Securities', 'target_price': 1350}, {'name': 'KRChoksey', 'target_price': 1591}, {'name': 'Geojit Financial Services', 'target_price': 1540}, {'name': 'Sharekhan', 'target_price': 1532}]",Aurobindo Pharma,Aurobindo Pharm,1386.00,-0.50,-0.04,5.9,pharmaceuticals/aurobindopharma/AP,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 1300, 'percentages': -6.2, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 1386, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1468.83, 'percentages': 5.9, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1591, 'percentages': 14.7, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 22.38, 'minRangePer': 29.53, 'maxRanegPer': 57.99, 'rangeDiffPer': 28.46, 'mindiff_total': 6.61, 'maxdiff_total': 12.98}",#52B974
GI22,6,6,0,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 800}, {'name': 'Motilal Oswal', 'target_price': 670}, {'name': 'Deven Choksey', 'target_price': 588}, {'name': 'Geojit Financial Services', 'target_price': 580}, {'name': 'KRChoksey', 'target_price': 700}, {'name': 'Sharekhan', 'target_price': 700}]",Granules India,Granules India,655.70,4.70,0.72,2.6,pharmaceuticals/granulesindia/GI25,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 580, 'percentages': -11.5, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 655.7, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 673, 'percentages': 2.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 800, 'percentages': 22, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 37.93, 'minRangePer': 34.4, 'maxRanegPer': 42.26, 'rangeDiffPer': 7.86, 'mindiff_total': 13.05, 'maxdiff_total': 16.03}",#52B974
KPT,6,6,0,0,"[{'name': 'Emkay Global Financial Services', 'target_price': 1450}, {'name': 'Prabhudas Lilladher', 'target_price': 1466}, {'name': 'Motilal Oswal', 'target_price': 1500}, {'name': 'Anand Rathi', 'target_price': 1408}, {'name': 'Mirae Asset Sharekhan', 'target_price': 1570}, {'name': 'Sharekhan', 'target_price': 1570}]",Kalpataru Projects International,KPIL,1231.70,27.80,2.31,21.2,power-transmissionequipment/kalpataruprojectsinternational/KPT,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 1231.7, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 1408, 'percentages': 14.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 1494, 'percentages': 21.2, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 1570, 'percentages': 27.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 27.46, 'minRangePer': 52.11, 'maxRanegPer': 77.53, 'rangeDiffPer': 25.42, 'mindiff_total': 14.31, 'maxdiff_total': 21.29}",#52B974
HHM,6,6,0,0,"[{'name': 'Motilal Oswal', 'target_price': 6205}, {'name': 'Prabhudas Lilladher', 'target_price': 6300}, {'name': 'LKP Securities Limited', 'target_price': 5304}, {'name': 'Emkay Global Financial Services', 'target_price': 5600}, {'name': 'Sharekhan', 'target_price': 6057}, {'name': 'Geojit Financial Services', 'target_price': 5269}]",Hero Motocorp,Hero Motocorp,5230.50,71.00,1.38,10.6,auto-23-wheelers/heromotocorp/HHM,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 5230.5, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 5269, 'percentages': 0.7, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 5789.17, 'percentages': 10.6, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 6300, 'percentages': 20.4, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 20.44, 'minRangePer': 3.57, 'maxRanegPer': 52.25, 'rangeDiffPer': 48.68, 'mindiff_total': 0.73, 'maxdiff_total': 10.68}",#52B974
C07,5,4,1,0,"[{'name': 'ICICI Securities', 'target_price': 4700}, {'name': 'Motilal Oswal', 'target_price': 4579}, {'name': 'Emkay Global Financial Services', 'target_price': 4600}, {'name': 'Prabhudas Lilladher', 'target_price': 3240}, {'name': 'AnandRathi', 'target_price': 3800}]",Ceat,Ceat,3716.10,18.60,0.50,12.5,tyres/ceat/C07,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 3240, 'percentages': -12.8, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 3716.1, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 4183.8, 'percentages': 12.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4700, 'percentages': 26.4, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 45.06, 'minRangePer': 32.6, 'maxRanegPer': 64.62, 'rangeDiffPer': 32.02, 'mindiff_total': 14.69, 'maxdiff_total': 29.12}",#52B974
GUJAR54281,5,3,1,1,"[{'name': 'Prabhudas Lilladher', 'target_price': 3434}, {'name': 'Deven Choksey', 'target_price': 3798}, {'name': 'ICICI Securities', 'target_price': 4160}, {'name': 'KRChoksey', 'target_price': 3931}, {'name': 'Emkay Global Financial Services', 'target_price': 3800}]",Gujarat Fluorochemicals Limited,Gujarat Fluoro,3354.80,-21.90,-0.65,14.0,chemicals/gujaratfluorochemicalslimited/GUJAR54281,N,"[{'id': 'cmp', 'name': 'Current Price', 'value': 3354.8, 'percentages': '', 'color': 'white'}, {'id': 'min_target_price', 'name': 'Low', 'value': 3434, 'percentages': 2.3, 'color': 'red'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 3824.6, 'percentages': 14, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 4160, 'percentages': 24, 'color': 'green'}]","{'background': 'grey', 'position': 'left', 'color': 'green', 'colorFillPercentages': 75, 'greyLeftPercentage': 0, 'greyRightPercentage': 25}","{'totalPercentages': 24, 'minRangePer': 9.83, 'maxRanegPer': 58.33, 'rangeDiffPer': 48.5, 'mindiff_total': 2.36, 'maxdiff_total': 14}",#52B974
MMF04,5,4,0,1,"[{'name': 'Motilal Oswal', 'target_price': 450}, {'name': 'Prabhudas Lilladher', 'target_price': 395}, {'name': 'Emkay Global Financial Services', 'target_price': 280}, {'name': 'Sharekhan', 'target_price': 300}, {'name': 'Axis Capital', 'target_price': 380}]",Mahindra and Mahindra Financial Services,MM Financial,299.35,2.05,0.69,20.5,finance-nbfc/mahindramahindrafinancialservices/MMF04,N,"[{'id': 'min_target_price', 'name': 'Low', 'value': 280, 'percentages': -6.4, 'color': 'red'}, {'id': 'cmp', 'name': 'Current Price', 'value': 299.35, 'percentages': '', 'color': 'white'}, {'id': 'avg_target_price', 'name': 'Average', 'value': 361, 'percentages': 20.5, 'color': 'blue'}, {'id': 'max_target_price', 'name': 'High', 'value': 450, 'percentages': 50.3, 'color': 'green'}]","{'background': 'grey', 'position': 'center', 'color': 'green', 'colorFillPercentages': 50, 'greyLeftPercentage': 25, 'greyRightPercentage': 25}","{'totalPercentages': 60.71, 'minRangePer': 11.38, 'maxRanegPer': 47.63, 'rangeDiffPer': 36.25, 'mindiff_total': 6.91, 'maxdiff_total': 28.92}",#52B974
